消息识别码,转发次数,MMSI码,转向率,对地航速,船位精确度,船舶经度,船舶纬度,对地航向,真航向,时间标记,地方主管机关保留数,通信状态
1,0,412434130,248,6,0,71528569,127290087,3391,6,31,8
18,0,413999015,0,89,0,68600484,18372507,2344,234,23,1
18,0,413999015,0,89,0,68600484,18372507,2344,234,23,1
18,0,413820914,0,78,0,68609162,18377252,498,511,22,3
